Family,Full Species,Infra taxa,Habitat,Islands,"Island Size (min, max)",Typical Cover,Date First Seen,Date Last Seen,Notes
Papaveraceae,Meconella oregana Nutt.,,Open,2,,,,,
Papaveraceae,Papaver rhoeas L.*,,Open,1,,,,,
Papaveraceae,Papaver somniferum L.*,,Open,2,,,,,
Phrymaceae,Erythranthe alsinoides (Douglas ex Benth.) G.L. Nesom & N.S. Fraga,,Forest,26,,,,,
Phrymaceae,Erythranthe guttata (Fisch. ex DC.) G.L. Nesom,,Forest,21,,,,,
Phrymaceae,Erythranthe microphylla (Benth.) G.L. Nesom,,Forest,6,,,,,
Phrymaceae,Erythranthe moschata (Douglas ex Lindl.) G.L. Nesom,,Forest,2,,,,,
Phrymaceae,Erythranthe nasuta (Greene) G.L. Nesom,,Forest,23,,,,,
Phrymaceae,Erythranthe ptilota G.L. Nesom,,Forest,1,,,,,
Pinaceae,Abies grandis (Douglas ex D. Don) Lindl.,,Forest,34,,,,,
Pinaceae,Picea sitchensis (Bong.) Carrière,,Forest,18,,,,,
Pinaceae,Pinus contorta Douglas ex Loudon,"var. contorta, var. latifolia",Forest,27,,,,,
Pinaceae,Pinus monticola Douglas ex D. Don,,Forest,2,,,,,
Pinaceae,Pseudotsuga menziesii (Mirb.) Franco,var. menziesii,Forest,75,,,,,
Pinaceae,Tsuga heterophylla (Raf.) Sarg.,,Forest,16,,,,,
Plantaginaceae,Antirrhinum majus L.*,,Open,2,,,,,
Plantaginaceae,Callitriche heterophylla Pursh,var. bolanderi,Wetland,2,,,,,
Plantaginaceae,Callitriche palustris L.,,Wetland,2,,,,,
Plantaginaceae,Collinsia grandiflora Lindl.,,Open,25,,,,,
Plantaginaceae,Collinsia parviflora Lindl.,,Open,84,,,,,
Plantaginaceae,"Cymbalaria muralis G. Gaertn., B. Mey. & Scherb.*",ssp. muralis,Open,2,,,,,
Plantaginaceae,Digitalis purpurea L.*,var. purpurea,Open,12,,,,,
Plantaginaceae,Hippuris vulgaris L.,,Wetland,5,,,,,
Plantaginaceae,Linaria dalmatica (L.) Mill.*,ssp. dalmatica,Open,2,,,,,
Plantaginaceae,Linaria purpurea (L.) Mill.*,,Open,1,,,,,
Plantaginaceae,Linaria vulgaris Mill.*,,Open,1,,,,,
Plantaginaceae,Nuttallanthus texanus (Scheele) D.A. Sutton,,Open,1,,,,,
Plantaginaceae,Plantago elongata Pursh,,Shoreline,29,,,,,
Plantaginaceae,Plantago lanceolata L.*,,Open,73,,,,,
Plantaginaceae,Plantago major L.*,,Open,11,,,,,
Plantaginaceae,Plantago maritima L.,,Shoreline,107,,,,,
Plantaginaceae,Veronica americana Schwein. ex Benth.,,Wetland,7,,,,,
Plantaginaceae,Veronica arvensis L.*,,Open,66,,,,,
Plantaginaceae,Veronica chamaedrys L.*,,Open,1,,,,,
Plantaginaceae,Veronica filiformis Sm.*,,Open,1,,,,,
Plantaginaceae,Veronica officinalis L.*,,Open,5,,,,,
Plantaginaceae,Veronica peregrina L.,var. xalapensis,Wetland,5,,,,,
Plantaginaceae,Veronica persica Poir.*,,Open,1,,,,,
Plantaginaceae,Veronica scutellata L.,,Wetland,4,,,,,
Plantaginaceae,Veronica serpyllifolia L.,"var. humifusa, var. serpyllifolia",Wetland,11,,,,,
Plumbaginaceae,Armeria maritima (Mill.) Willd.,ssp. californica,Shoreline,42,,,,,
Poaceae,Achnatherum lemmonii (Vasey) Barkworth,ssp. lemmonii,Open,6,,,,,
Poaceae,Achnatherum nelsonii (Scribn.) Barkworth,ssp. dorei,Open,2,,,,,
Poaceae,Agrostis capillaris L.*,,Open,9,,,,,
Poaceae,Agrostis exarata Trin.,,Shoreline,28,,,,,
Poaceae,Agrostis gigantea Roth*,,Open,6,,,,,
Poaceae,Agrostis microphylla Steud.,,Wetland,1,,,,,
Poaceae,Agrostis pallens Trin.,,Open,6,,,,,
Poaceae,Agrostis scabra Willd.,,Open,4,,,,,
Poaceae,Agrostis stolonifera L.*,,Open,18,,,,,
Poaceae,Aira caryophyllea L.*,var. caryophyllea,Open,106,,,,,
Poaceae,Aira praecox L.*,,Open,123,,,,,
Poaceae,Alopecurus aequalis Sobol.,var. aequalis,Wetland,4,,,,,
Poaceae,Alopecurus geniculatus L.,,Wetland,4,,,,,
Poaceae,Alopecurus pratensis L.*,,Open,5,,,,,
Poaceae,Anthoxanthum odoratum L.*,,Open,25,,,,,
Poaceae,Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl*,"var. bulbosum, var. elatius",Open,4,,,,,
Poaceae,Avena barbata Pott ex Link*,,Open,4,,,,,
Poaceae,Avena fatua L.*,,Open,2,,,,,
Poaceae,Avena sativa L.*,,Open,1,,,,,
Poaceae,Bromus commutatus Schrad.*,,Open,4,,,,,
Poaceae,Bromus diandrus Roth*,,Open,106,,,,,
Poaceae,Bromus hordeaceus L.*,,Open,124,,,,,
Poaceae,Bromus pacificus Shear,,Forest,30,,,,,
Poaceae,Bromus sitchensis Trin.,"var. carinatus, var. marginatus, var. sitchensis",Forest,104,,,,,
Poaceae,Bromus sterilis L.*,,Open,77,,,,,
Poaceae,Bromus tectorum L.*,,Open,60,,,,,
Poaceae,Bromus vulgaris (Hook.) Shear,,Forest,16,,,,,
Poaceae,Calamagrostis canadensis (Michx.) P. Beauv.,,Wetland,1,,,,,
Poaceae,Calamagrostis stricta (Timm) Koeler,ssp. inexpansa,Wetland,1,,,,,
Poaceae,Cynosurus cristatus L.*,,Open,6,,,,,
Poaceae,Cynosurus echinatus L.*,,Open,26,,,,,
Poaceae,Dactylis glomerata L.*,,Open,72,,,,,
Poaceae,Danthonia californica Bol.,,Open,13,,,,,
Poaceae,Danthonia spicata (L.) P. Beauv. ex Roem. & Schult.,,Open,1,,,,,
Poaceae,Deschampsia caespitosa (L.) P. Beauv.,,Wetland,4,,,,,
Poaceae,Deschampsia danthonioides (Trin.) Munro,,Wetland,1,,,,,
Poaceae,Deschampsia elongata (Hook.) Munro,,Wetland,3,,,,,
Poaceae,Distichlis spicata (L.) Greene,,Shoreline,68,,,,,
Poaceae,Elymus elymoides (Raf.) Swezey,ssp. brevifolius,Open,1,,,,,
Poaceae,Elymus glaucus Buckley,ssp. glaucus,Open,90,,,,,
Poaceae,Elymus repens (L.) Gould*,,Open,12,,,,,
Poaceae,Elymus trachycaulus (Link) Gould ex Shinners,ssp. trachycaulus,Open,13,,,,,
Poaceae,Festuca occidentalis Hook.,,Forest,38,,,,,
Poaceae,Festuca roemeri (Pavlick) E.B. Alexeev,var. roemeri,Open,14,,,,,
Poaceae,Festuca rubra L.,,Open,141,,,,,
Poaceae,Festuca subulata Trin.,,Forest,4,,,,,
Poaceae,Festuca subuliflora Scribn.,,Forest,7,,,,,
Poaceae,Festuca trachyphylla (Hack.) Krajina*,,Open,1,,,,,
Poaceae,Glyceria borealis (Nash) Batch.,,Wetland,3,,,,,
Poaceae,Glyceria elata (Nash) M.E. Jones,,Wetland,2,,,,,
Poaceae,Glyceria occidentalis (Piper) J.C. Nelson,,Wetland,1,,,,,
Poaceae,Holcus lanatus L.*,,Open,78,,,,,
Poaceae,Holcus mollis L.*,ssp. mollis,Open,1,,,,,
Poaceae,Hordeum brachyantherum Nevski,,Shoreline,43,,,,,
Poaceae,Hordeum depressum (Scribn. & J.G. Sm.) Rydb.,,Shoreline,6,,,,,
Poaceae,Hordeum jubatum L.,ssp. Intermedium,Shoreline,4,,,,,
Poaceae,Hordeum marinum Huds.*,ssp. gussoneanum,Shoreline,1,,,,,
Poaceae,Hordeum murinum L.*,"ssp. glaucum, ssp. leporinum, ssp. murinum",Shoreline,66,,,,,
Poaceae,Koeleria macrantha (Ledeb.) Schult.,,Open,61,,,,,
Poaceae,Leersia oryzoides (L.) Sw.,,Wetland,1,,,,,
Poaceae,Leymus mollis (Trin.) Pilg.,ssp. mollis,Shoreline,66,,,,,
Poaceae,Leymus vancouverensis (Vasey) Pilg.,,Shoreline,1,,,,,
Poaceae,Lolium multiflorum Lam.*,,Open,3,,,,,
Poaceae,Lolium perenne L.*,,Open,19,,,,,
Poaceae,Melica subulata (Griseb.) Scribn.,,Forest,38,,,,,
Poaceae,Panicum miliaceum L.*,ssp. millaceum,Open,1,,,,,
Poaceae,Phalaris arundinacea L.*,,Open,10,,,,,
Poaceae,Phleum pratense L.*,,Open,6,,,,,
Poaceae,Poa annua L.*,,Open,98,,,,,
Poaceae,Poa bulbosa L.*,ssp. vivipara,Open,26,,,,,
Poaceae,Poa compressa L.*,,Open,43,,,,,
Poaceae,Poa confinis Vasey,,Shoreline,12,,,,,
Poaceae,Poa howellii Vasey & Scribn.,,Forest,2,,,,,
Poaceae,Poa infirma Kunth*,,Shoreline,1,,,,,
Poaceae,Poa palustris L.*,,Open,3,,,,,
Poaceae,Poa pratensis L.*,,Open,80,,,,,
Poaceae,Poa secunda J. Presl,ssp. secunda,Open,5,,,,,
Poaceae,Poa trivialis L.*,,Open,5,,,,,
Poaceae,Polypogon monspeliensis (L.) Desf.*,,Shoreline,10,,,,,
Poaceae,Puccinellia nutkaensis (J. Presl) Fernald & Weath.,,Shoreline,91,,,,,
Poaceae,Puccinellia nuttalliana (Schult.) Hitchc.,,Shoreline,5,,,,,
Poaceae,Puccinellia pumila (Vasey) Hitchc.,,Shoreline,1,,,,,
Poaceae,Schedonorus arundinaceus (Schreb.) Dumort.*,,Open,30,,,,,
Poaceae,Schedonorus pratensis (Huds.) P. Beauv.*,,Open,2,,,,,
Poaceae,Secale cereale L.*,,Open,1,,,,,
Poaceae,Setaria pumila (Poir.) Roem. & Schult.*,,Open,1,,,,,
Poaceae,Thinopyrum ponticum (Podp.) Barkworth & D.R. Dewey*,,Open,1,,,,,
Poaceae,Torreyochloa pallida (Torr.) G.L. Church,var. pauciflora,Wetland,8,,,,,
Poaceae,Trisetum canescens Buckley,,Forest,17,,,,,
Poaceae,Trisetum cernuum Trin.,,Forest,10,,,,,
Poaceae,Vulpia bromoides (L.) Gray*,,Open,107,,,,,
Poaceae,Vulpia microstachys (Nutt.) Munro,var. pauciflora,Forest,10,,,,,
Poaceae,Vulpia myuros (L.) C.C. Gmel.*,,Open,88,,,,,
Polemoniaceae,Collomia grandiflora Douglas ex Lindl.,,Open,1,,,,,
Polemoniaceae,Collomia heterophylla Douglas ex Hook.,,Forest,5,,,,,
Polemoniaceae,Collomia linearis Nutt.,,Open,1,,,,,
Polemoniaceae,Gilia capitata Sims,,Open,1,,,,,
Polemoniaceae,Leptosiphon bicolor Nutt.,,Open,3,,,,,
Polemoniaceae,Leptosiphon minimus (H. Mason) Battaglia,,Open,6,,,,,
Polemoniaceae,Microsteris gracilis (Hook.) Greene,,Open,1,,,,,
Polemoniaceae,Navarretia intertexta (Benth.) Hook.,,Open,3,,,,,
Polemoniaceae,Navarretia squarrosa (Eschsch.) Hook. & Arn.,,Open,3,,,,,
Polemoniaceae,Polemonium pulcherrimum Hook.,var. pulcherrimum,Open,2,,,,,
Polygonaceae,Fallopia bohemica (Chrtek & Chrtková) J.P. Bailey*,,Open,3,,,,,
Polygonaceae,Fallopia convolvulus (L.) Á. Löve*,,Open,2,,,,,
Polygonaceae,Fallopia japonica (Houtt.) Ronse Decr.*,,Open,2,,,,,
Polygonaceae,Persicaria amphibia (L.) Gray,,Wetland,5,,,,,
Polygonaceae,Persicaria hydropiper (L.) Spach*,,Wetland,1,,,,,
Polygonaceae,Persicaria maculosa Gray*,,Open,2,,,,,
Polygonaceae,Polygonum aviculare L.*,"ssp. aviculare, ssp.buxiforme, ssp. depressum",Shoreline,56,,,,,
Polygonaceae,Polygonum douglasii Greene,,Shoreline,4,,,,,
Polygonaceae,Polygonum erectum L.,,Shoreline,1,,,,,
Polygonaceae,Polygonum fowleri B.L. Rob.,ssp. fowleri,Shoreline,6,,,,,
Polygonaceae,Polygonum minimum S. Watson,,Open,1,,,,,
Polygonaceae,Polygonum nuttallii Small,,Open,2,,,,,
Polygonaceae,Polygonum paronychia Cham. & Schltdl.,,Shoreline,1,,,,,
Polygonaceae,Polygonum spergulariiforme Meisn. ex Small,,Shoreline,68,,,,,
Polygonaceae,Rumex acetosella L.*,,Open,78,,,,,
Polygonaceae,Rumex conglomeratus Murray*,,Shoreline,6,,,,,
Polygonaceae,Rumex crispus L.*,,Shoreline,28,,,,,
Polygonaceae,Rumex maritimus L.,ssp. fueginus,Shoreline,3,,,,,
Polygonaceae,Rumex obtusifolius L.*,,Shoreline,5,,,,,
Polygonaceae,Rumex occidentalis S. Watson,var. occidentalis,Shoreline,11,,,,,
Polygonaceae,Rumex salicifolius Weinm.,"var. transitorius, var. triangulivalvis",Shoreline,22,,,,,
Polypodiaceae,Polypodium amorphum Suksd.,,Forest,3,,,,,
Polypodiaceae,Polypodium glycyrrhiza D.C. Eaton,,Open,86,,,,,
Potamogetonaceae,Potamogeton amplifolius Tuck.,,Wetland,2,,,,,
Potamogetonaceae,Potamogeton berchtoldii Fieber,,Wetland,1,,,,,
Potamogetonaceae,Potamogeton crispus L.*,,Wetland,1,,,,,
Potamogetonaceae,Potamogeton epihydrus Raf.,,Wetland,2,,,,,
Potamogetonaceae,Potamogeton foliosus Raf.,,Wetland,3,,,,,
Potamogetonaceae,Potamogeton friesii Rupr.,,Wetland,2,,,,,
Potamogetonaceae,Potamogeton gramineus L.,,Wetland,3,,,,,
Potamogetonaceae,Potamogeton illinoensis Morong,,Wetland,1,,,,,
Potamogetonaceae,Potamogeton natans L.,,Wetland,4,,,,,
Potamogetonaceae,Potamogeton obtusifolius Mertens & W.D.J. Koch,,Wetland,2,,,,,
Potamogetonaceae,Potamogeton praelongus Wulfen,,Wetland,4,,,,,
Potamogetonaceae,Potamogeton pusillus L.,,Wetland,1,,,,,
Potamogetonaceae,Potamogeton richardsonii (A. Benn.) Rydb.,,Wetland,2,,,,,
Potamogetonaceae,Potamogeton robbinsii Oakes,,Wetland,2,,,,,
Potamogetonaceae,Potamogeton zosteriformis Fernald,,Wetland,4,,,,,
Potamogetonaceae,Stuckenia pectinata (L.) Borner,,Wetland,2,,,,,
Primulaceae,Cyclamen hederifolium Aiton*,,Forest,1,,,,,
Primulaceae,Dodecatheon hendersonii A. Gray,,Open,3,,,,,
Primulaceae,Dodecatheon pulchellum (Raf.) Merr.,var. pulchellum,Open,18,,,,,
Primulaceae,Lysimachia arvensis (L.) U. Manns & Anderb.*,,Open,6,,,,,
Primulaceae,Lysimachia europaea (L.) U. Manns & Anderb.,,Forest,4,,,,,
Primulaceae,Lysimachia latifolia (Hook.) Cholewa,,Forest,36,,,,,
Primulaceae,"Lysimachia maritima (L.) Galasso, Banfi & Soldano",,Forest,2,,,,,
Primulaceae,Lysimachia nummularia L.*,,Forest,1,,,,,
Primulaceae,Lysimachia thyrsiflora L.,,Forest,2,,,,,
Pteridaceae,Adiantum aleuticum (Rupr.) Paris,var. aleuticum,Forest,5,,,,,
Pteridaceae,Aspidotis densa (Brack.) Lellinger,,Open,7,,,,,
Pteridaceae,Cryptogramma acrostichoides R. Br.,,Forest,4,,,,,
Pteridaceae,"Pentagramma triangularis (Kaulf.) Yatsk., Windham & E. Wollenw.",,Forest,17,,,,,
Ranunculaceae,Anemone lyallii Britton,,Open,2,,,,,
Ranunculaceae,Aquilegia formosa Fisch. ex DC.,var. formosa,Open,7,,,,,
Ranunculaceae,Aquilegia vulgaris L.*,,Open,3,,,,,
Ranunculaceae,Clematis vitalba L.*,,Open,4,,,,,
Ranunculaceae,Delphinium consolida L.*,,Open,1,,,,,
Ranunculaceae,Delphinium menziesii DC.,,Open,12,,,,,
Ranunculaceae,Ficaria verna Huds.*,,Open,2,,,,,
Ranunculaceae,Halerpestes cymbalaria (Pursh) Greene,,Shoreline,2,,,,,
Ranunculaceae,Helleborus foetidus L.*,,Forest,2,,,,,
Ranunculaceae,Myosurus minimus L.,,Open,28,,,,,
Ranunculaceae,Ranunculus acris L.*,,Open,4,,,,,
Ranunculaceae,Ranunculus aquatilis L.,var. diffusus,Wetland,2,,,,,
Ranunculaceae,Ranunculus californicus Benth.,,Open,10,,,,,
Ranunculaceae,Ranunculus californicus x R. occidentalis ,,Open,8,,,,,
Ranunculaceae,Ranunculus flammula L.,"var. ovalis, var. reptans",Wetland,3,,,,,
Ranunculaceae,Ranunculus macounii Britton,,Wetland,2,,,,,
Ranunculaceae,Ranunculus occidentalis Nutt.,var. occidentalis,Open,52,,,,,
Ranunculaceae,Ranunculus repens L.*,,Open,8,,,,,
Ranunculaceae,Ranunculus sardous Crantz*,,Open,1,,,,,
Ranunculaceae,Ranunculus sceleratus L.,var. multifidus,Wetland,2,,,,,
Ranunculaceae,Ranunculus uncinatus D. Don,,Forest,12,,,,,
Rhamnaceae,Frangula purshiana (DC.) A. Gray ex J.G. Cooper,,Forest,3,,,,,
Rosaceae,Amelanchier alnifolia (Nutt.) Nutt. ex M. Roem.,,Forest,77,,,,,
Rosaceae,Aphanes arvensis L.*,,Open,22,,,,,
Rosaceae,Aphanes australis Rydb.*,,Open,40,,,,,
Rosaceae,Aphanes occidentalis (Nutt.) Rydb.,,Open,42,,,,,
Rosaceae,Comarum palustre L.,,Wetland,3,,,,,
Rosaceae,Cotoneaster dielsianus E. Pritz. ex Diels*,,Open,4,,,,,
Rosaceae,Cotoneaster franchetii Bois*,,Open,3,,,,,
Rosaceae,Cotoneaster horizontalis Decne.*,,Open,6,,,,,
Rosaceae,Cotoneaster lacteus W.W. Sm.*,,Open,1,,,,,
Rosaceae,Cotoneaster rehderi Pojark.*,,Open,1,,,,,
Rosaceae,Cotoneaster simonsii Baker*,,Open,3,,,,,
Rosaceae,Crataegus douglasii Lindl.,,Forest,4,,,,,
Rosaceae,Crataegus gaylussacia A. Heller,,Forest,2,,,,,
Rosaceae,Crataegus monogyna Jacq.*,var. monogyna,Open,20,,,,,
Rosaceae,Drymocallis glandulosa (Lindl.) Rydb.,ssp. glandulosa,Open,1,,,,,
Rosaceae,Fragaria chiloensis (L.) Mill.,,Shoreline,6,,,,,
Rosaceae,Fragaria vesca L.,ssp. californica,Forest,31,,,,,
Rosaceae,Fragaria virginiana Mill.,ssp. glauca,Open,35,,,,,
Rosaceae,Geum macrophyllum Willd.,,Forest,13,,,,,
Rosaceae,Holodiscus discolor (Pursh) Maxim.,var. discolor,Forest,76,,,,,
Rosaceae,Malus domestica (Suckow) Borkh.*,,Open,17,,,,,
Rosaceae,Malus fusca (Raf.) C.K. Schneid.,,Forest,42,,,,,
Rosaceae,Malus xdawsoniana Rehder.*,,Open,1,,,,,
Rosaceae,Oemleria cerasiformis (Torr. & A. Gray ex Hook. & Arn.) J.W. Landon,,Forest,7,,,,,
Rosaceae,Physocarpus capitatus (Pursh) Kuntze,,Forest,3,,,,,
Rosaceae,Potentilla anserina L.,"ssp. anserina, ssp. pacifica",Wetland,24,,,,,
Rosaceae,Potentilla argentea L.,,Open,1,,,,,
Rosaceae,Potentilla gracilis Douglas ex Hook.,,Open,1,,,,,
Rosaceae,Potentilla recta L.*,,Open,2,,,,,
Rosaceae,Poterium sanguisorba L.*,var. polygamum,Open,1,,,,,
Rosaceae,Prunus avium (L.) L.*,,Open,10,,,,,
Rosaceae,Prunus cerasifera Ehrh.*,,Open,7,,,,,
Rosaceae,Prunus cerasus L.*,,Open,3,,,,,
Rosaceae,Prunus domestica L.*,,Open,6,,,,,
Rosaceae,Prunus emarginata (Douglas) Eaton,,Forest,39,,,,,
Rosaceae,Prunus laurocerasus L.*,,Open,2,,,,,
Rosaceae,Prunus lusitanica L.*,,Open,1,,,,,
Rosaceae,Prunus mahaleb L.*,,Open,6,,,,,
Rosaceae,Prunus pugetensis Jacobson & Zika*,,Open,1,,,,,
Rosaceae,Prunus virginiana L.,,Forest,10,,,,,
Rosaceae,Pyracantha coccinea M. Roem.*,,Open,2,,,,,
Rosaceae,Pyrus communis L.*,,Open,9,,,,,
Rosaceae,Pyrus nivalis Jacq.*,,Open,1,,,,,
Rosaceae,Rosa canina L.*,,Open,2,,,,,
Rosaceae,Rosa gymnocarpa Nutt.,ssp. gymnocarpa,Forest,38,,,,,
Rosaceae,Rosa nutkana C. Presl,ssp. nutkana,Open,106,,,,,
Rosaceae,Rosa pisocarpa A. Gray,var. pisocarpa,Forest,2,,,,,
Rosaceae,Rosa rubiginosa L.*,,Open,7,,,,,
Rosaceae,Rosa rugosa Thunb.*,,Open,2,,,,,
Rosaceae,Rubus bifrons Vest*,,Open,41,,,,,
Rosaceae,Rubus laciniatus Willd.*,,Open,14,,,,,
Rosaceae,Rubus leucodermis Douglas ex Torr. & A. Gray,,Forest,13,,,,,
Rosaceae,Rubus nutkanus Moc. ex Ser.,,Forest,19,,,,,
Rosaceae,Rubus spectabilis Pursh,,Forest,20,,,,,
Rosaceae,Rubus ursinus Cham. & Schltdl.,,Open,82,,,,,
Rosaceae,Sorbaria kirilowii (Regel) Maxim.*,,Forest,1,,,,,
Rosaceae,Sorbus aucuparia L.*,,Open,9,,,,,
Rosaceae,Sorbus hybrida L.*,,Open,1,,,,,
Rosaceae,Sorbus intermedia (Ehrh.) Pers.*,,Open,7,,,,,
Rosaceae,Spiraea douglasii Hook.,,Wetland,8,,,,,
Rubiaceae,Galium aparine L.,,Forest,95,,,,,
Rubiaceae,Galium boreale L.,,Forest,2,,,,,
Rubiaceae,Galium divaricatum Pourr. ex Lam.*,,Open,2,,,,,
Rubiaceae,Galium murale (L.) All.*,,Open,2,,,,,
Rubiaceae,Galium odoratum (L.) Scop.*,,Forest,3,,,,,
Rubiaceae,Galium palustre L.,,Forest,2,,,,,
Rubiaceae,Galium trifidum L.,,Forest,5,,,,,
Rubiaceae,Galium triflorum Michx.,,Forest,18,,,,,
Rubiaceae,Sherardia arvensis L.*,,Open,8,,,,,
Ruppiaceae,Ruppia maritima L.,,Shoreline,3,,,,,
Salicaceae,Populus alba L.*,,Open,2,,,,,
Salicaceae,Populus tremuloides Michx.,,Forest,8,,,,,
Salicaceae,Populus trichocarpa Torr. & A. Gray,,Forest,7,,,,,
Salicaceae,Salix geyeriana Andersson,,Wetland,1,,,,,
Salicaceae,Salix hookeriana Barratt ex Hook.,,Wetland,8,,,,,
Salicaceae,Salix lasiandra Benth.,var. lasiandra,Wetland,10,,,,,
Salicaceae,Salix prolixa Andersson,,Wetland,2,,,,,
Salicaceae,Salix scouleriana Barratt ex Hook.,,Forest,47,,,,,
Salicaceae,Salix sitchensis Sanson ex Bong.,,Wetland,7,,,,,
Santalaceae,Arceuthobium tsugense (Rosend.) G.N. Jones,ssp. contortae,Forest,3,,,,,
Sapindaceae,Acer glabrum Torr.,ssp. douglasii,Forest,22,,,,,
Sapindaceae,Acer macrophyllum Pursh,,Forest,24,,,,,
Saxifragaceae,Heuchera micrantha Douglas ex Lindl.,var. diversifolia,Forest,75,,,,,
Saxifragaceae,Lithophragma glabrum Nutt.,,Open,2,,,,,
Saxifragaceae,Lithophragma parviflorum (Hook.) Nutt.,,Open,40,,,,,
Saxifragaceae,Micranthes integrifolia (Hook.) Small,,Open,19,,,,,
Saxifragaceae,Micranthes rufidula Small,,Open,1,,,,,
Saxifragaceae,Saxifraga austromontana Wiegand,,Open,4,,,,,
Saxifragaceae,Saxifraga cespitosa L.,,Shoreline,42,,,,,
Saxifragaceae,Tellima grandiflora (Pursh) Douglas ex Lindl.,,Forest,18,,,,,
Saxifragaceae,Tiarella trifoliata L.,"var. laciniata, var.  trifoliata, var. unifoliata",Forest,11,,,,,
Scrophulariaceae,Verbascum blattaria L.*,,Open,1,,,,,
Scrophulariaceae,Verbascum thapsus L.*,,Open,10,,,,,
Selaginellaceae,Selaginella wallacei Hieron.,,Open,78,,,,,
Solanaceae,Solanum dulcamara L.*,,Open,5,,,,,
Solanaceae,Solanum physalifolium Rusby*,,Open,1,,,,,
Solanaceae,Solanum triflorum Nutt.*,,Open,1,,,,,
Taxaceae,Taxus brevifolia Nutt.,,Forest,30,,,,,
Thymelaeaceae,Daphne laureola L.*,,Open,13,,,,,
Typhaceae,Sparganium angustifolium Michx.,,Wetland,4,,,,,
Typhaceae,Sparganium emersum Rehmann,,Wetland,2,,,,,
Typhaceae,Sparganium eurycarpum Engelm.,,Wetland,1,,,,,
Typhaceae,Typha angustifolia L.*,,Wetland,3,,,,,
Typhaceae,Typha latifolia L.,,Wetland,9,,,,,
Ulmaceae,Ulmus procera Salisb.*,,Forest,3,,,,,
Urticaceae,Urtica dioica L.,ssp. gracilis,Forest,38,,,,,
Urticaceae,Urtica urens L.*,,Open,1,,,,,
Valerianaceae,Centranthus ruber (L.) DC.*,,Open,1,,,,,
Valerianaceae,Plectritis brachystemon Fisch. & C.A. Mey.,,Open,3,,,,,
Valerianaceae,Plectritis congesta (Lindl.) DC.,,Open,68,,,,,
Valerianaceae,Valeriana scouleri Rydb.,,Forest,3,,,,,
Valerianaceae,Valerianella locusta (L.) Laterr.*,,Open,4,,,,,
Violaceae,Viola adunca Sm.,,Open,3,,,,,
Violaceae,Viola glabella Nutt.,,Forest,2,,,,,
Violaceae,Viola howellii A. Gray,,Forest,2,,,,,
Violaceae,Viola langsdorffii Fisch. ex Ging.,,Wetland,1,,,,,
Violaceae,Viola macloskeyi F.E. Lloyd,,Wetland,1,,,,,
Violaceae,Viola odorata L.*,,Forest,1,,,,,
Violaceae,Viola palustris L.,,Wetland,1,,,,,
Violaceae,Viola sempervirens Greene,,Forest,2,,,,,
Vitaceae,Vitis labrusca L.*,,Forest,2,,,,,
Vitaceae,Vitis vinifera L.*,,Open,1,,,,,
Woodsiaceae,Woodsia oregana D.C. Eaton,ssp. oregana,Forest,1,,,,,
Woodsiaceae,Woodsia scopulina D.C. Eaton,"ssp. laurentiana, ssp. scopulina",Forest,3,,,,,